,name,salary_from,salary_to,salary_currency,area_name,published_at
592,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Омск,2022-12-23T12:19:26+0300
593,IOS Developer,,,,Тбилиси,2022-12-23T17:56:41+0300
594,Инженер-программист,50000.0,,RUR,Волгоград,2022-12-23T15:00:38+0300
595,Программист,40000.0,,RUR,Березники,2022-12-23T13:58:33+0300
596,Механизатор,50000.0,,RUR,Челябинск,2022-12-23T14:57:24+0300
597,DevOps инженер,,,,Москва,2022-12-23T15:12:07+0300
598,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Кемерово,2022-12-23T12:19:26+0300
599,Сетевой инженер (Cisco),,,,Москва,2022-12-23T15:13:30+0300
600,Инженер-конструктор пресс-форм,100000.0,,RUR,Копейск,2022-12-23T15:43:32+0300
601,Редактор новостей в Отдел Россия («Лента.ру»),,,,Москва,2022-12-23T17:35:34+0300
602,Системный аналитик,,,,Волгоград,2022-12-23T17:10:39+0300
603,Техник/инженер по обслуживанию слаботочных систем,50000.0,100000.0,RUR,Москва,2022-12-23T13:22:01+0300
604,Data Scientist,,,,Москва,2022-12-23T12:26:09+0300
605,Инженер-конструктор (машины и механизмы сельскохозяйственного назначения),70000.0,,RUR,Железнодорожный,2022-12-23T13:51:29+0300
606,Инженер по обслуживанию подвижного состава,65000.0,,RUR,Москва,2022-12-23T13:25:46+0300
607,Механик,80000.0,,RUR,Иркутск,2022-12-23T15:10:40+0300
608,Техник по эксплуатации в ресторан,60000.0,,RUR,Химки,2022-12-23T16:12:09+0300
609,Специалист по презентациям (дизайнер),,,,Москва,2022-12-23T17:55:00+0300
610,Ведущий системный аналитик (направление Электроэнергетика),,,,Москва,2022-12-23T16:56:08+0300
611,Шлифовщик плоскошлифовальных станков,45000.0,,RUR,Киров (Кировская область),2022-12-23T15:59:05+0300
612,Системный администратор,,,,Магнитогорск,2022-12-23T12:25:47+0300
613,Руководитель проекта,200000.0,,RUR,Красноярск,2022-12-23T17:10:20+0300
614,Главный специалист (техническая поддержка) Управления информационных технологий,120000.0,,RUR,Москва,2022-12-23T15:29:12+0300
615,Data Scientist (Middle),,,,Москва,2022-12-23T17:02:52+0300
616,3D дизайнер (3D моделирование в онлайн школу),,,,Москва,2022-12-23T12:11:54+0300
617,Инженер по эксплуатации базовых станций и транспортной сети,,,,Санкт-Петербург,2022-12-23T17:10:44+0300
618,Администратор СУБД,,,,Новоуральск,2022-12-23T15:29:29+0300
619,Системный администратор,56000.0,56000.0,RUR,Казань,2022-12-23T12:51:35+0300
620,Специалист по работе с патентами,,,,Уфа,2022-12-23T15:24:12+0300
621,Оператор службы технической поддержки,30000.0,45000.0,RUR,Санкт-Петербург,2022-12-23T16:19:52+0300
622,Программист баз данных,110000.0,,RUR,Санкт-Петербург,2022-12-23T16:51:17+0300
623,Backend (GO) разработчик,200000.0,,RUR,Севастополь,2022-12-23T13:49:48+0300
624,Инженер-программист АСУТП,75000.0,110000.0,RUR,Екатеринбург,2022-12-23T16:05:20+0300
625,Инженер-конструктор пресс-форм,100000.0,,RUR,Еткуль,2022-12-23T15:43:32+0300
626,Системный администратор,65000.0,,RUR,Краснодар,2022-12-23T14:18:44+0300
627,Kanban Coach,,,,Москва,2022-12-23T14:44:19+0300
628,Выездной мастер по ремонту телефонов Samsung (Сервисный инженер),90000.0,,RUR,Москва,2022-12-23T16:26:46+0300
629,Электромеханик,,,,Астана,2022-12-23T14:32:45+0300
630,Специалист технической поддержки,60000.0,,RUR,Балашиха,2022-12-23T14:36:48+0300
631,Программист,40000.0,,RUR,Соликамск,2022-12-23T13:59:21+0300
632,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Минеральные Воды,2022-12-23T12:19:26+0300
633,Инженер по информационной безопасности (Offensive Application Security),,,,Москва,2022-12-23T17:44:21+0300
634,Инженер-программист / Разработчик баз данных,,,,Тюмень,2022-12-23T14:59:39+0300
635,PHP Middle в SocialJet,60000.0,,RUR,Санкт-Петербург,2022-12-23T16:20:37+0300
636,Системный аналитик,,,,Москва,2022-12-23T17:00:01+0300
637,Инженер - программист 1С,,,,Миасс,2022-12-23T14:15:31+0300
638,Инженер по безопасности движения,,37600.0,RUR,Киров (Кировская область),2022-12-23T15:40:57+0300
639,Junior Malware Analyst,,,,Москва,2022-12-23T13:50:51+0300
640,Заместитель технического директора (Технический директор отрасли),,,,Москва,2022-12-23T12:52:39+0300
641,Токарь,,,,Красноярск,2022-12-23T12:23:32+0300
642,Менеджер продукта (МФО и кредитование в партнерах),,,,Москва,2022-12-23T16:31:52+0300
643,Фрезеровщик,115000.0,125000.0,RUR,Челябинск,2022-12-23T17:35:05+0300
644,Backend разработчик (удаленно),150000.0,,RUR,Москва,2022-12-23T13:42:23+0300
645,Администратор Openshift/k8s (junior),,,,Москва,2022-12-23T14:28:30+0300
646,Senior/Middle+ Java developer (ВТБ Лизинг),,,,Москва,2022-12-23T17:23:47+0300
647,Ведущий Full-Stack разработчик,,,,Краснодар,2022-12-23T14:40:27+0300
648,QA инженер (mobile),,,,Уфа,2022-12-23T12:11:16+0300
649,Руководитель продукта 1С,200000.0,,RUR,Москва,2022-12-23T14:43:36+0300
650,Разработчик схем по размещению и креплению грузов при транспортировке по железной дороге,40000.0,70000.0,RUR,Уфа,2022-12-23T13:22:00+0300
651,Системный администратор Windows,170000.0,,RUR,Санкт-Петербург,2022-12-23T13:34:49+0300
652,Механик,80000.0,,RUR,Красноярск,2022-12-23T15:05:03+0300
653,Главный программист,33000.0,45000.0,RUR,Чебоксары,2022-12-23T15:25:07+0300
654,Менеджер проекта/Аналитик,,,,Москва,2022-12-23T12:22:40+0300
655,Ведущий специалист по сопровождению,,,,Ростов-на-Дону,2022-12-23T12:34:07+0300
656,Главный эксперт кибербезопасности,,,,Краснодар,2022-12-23T15:12:13+0300
657,Системный / бизнес аналитик,250000.0,,RUR,Москва,2022-12-23T14:19:23+0300
658,Электрик-диагност,60000.0,,RUR,Калуга,2022-12-23T15:48:44+0300
659,Специалист по процессному управлению,30000.0,,RUR,Батайск,2022-12-23T15:10:23+0300
660,Главный механик сельхозпредприятия,114900.0,114900.0,RUR,Лабинск,2022-12-23T16:49:30+0300
661,Токарь на станках ЧПУ и на токарно-универсальных станках,45000.0,,RUR,Киров (Кировская область),2022-12-23T16:18:14+0300
662,Оператор станков с программным управлением,76366.0,80000.0,RUR,Москва,2022-12-23T14:56:28+0300
663,Оператор-наладчик станков с ЧПУ (Токарная группа с приводным инструментом),90000.0,110000.0,RUR,Санкт-Петербург,2022-12-23T15:30:55+0300
664,Специалист по видеонаблюдению,30000.0,50000.0,RUR,Альметьевск,2022-12-23T16:20:26+0300
665,Электромеханик связи,30000.0,,RUR,Ростов-на-Дону,2022-12-23T13:21:02+0300
666,Разработчик Oracle (PL/SQL),,,,Москва,2022-12-23T16:26:26+0300
667,Инженер слаботочных систем,52000.0,,RUR,Зверево,2022-12-23T14:54:06+0300
668,Специалист по управлению ИТ-активами,70000.0,,RUR,Москва,2022-12-23T14:14:58+0300
669,Электромеханик (группа обеспечения инженерных сетей),,,,Зеленоград,2022-12-23T17:24:49+0300
670,Токарь-фрезеровщик,80000.0,,RUR,Санкт-Петербург,2022-12-23T15:24:04+0300
671,Инженер,60000.0,,RUR,Белгород,2022-12-23T12:51:45+0300
672,Менеджер по проектам,45000.0,50000.0,RUR,Новоуральск,2022-12-23T14:26:55+0300
673,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Разметелево,2022-12-23T14:45:59+0300
674,Администратор WAF,,,,Москва,2022-12-23T12:46:25+0300
675,Главный аналитик (anti-fraud) Департамент розничных рисков,,,,Москва,2022-12-23T16:51:53+0300
676,Инженер-конструктор пресс-форм,100000.0,,RUR,Октябрьское (Челябинская область),2022-12-23T15:43:32+0300
677,Руководитель аналитического центра (Head of Analytics),,,,Москва,2022-12-23T15:46:10+0300
678,Инженер по защите информации (IT),50000.0,,RUR,Санкт-Петербург,2022-12-23T12:17:29+0300
679,Главный эксперт кибербезопасности,,,,Москва,2022-12-23T15:06:21+0300
680,QA инженер (web),,,,Уфа,2022-12-23T12:11:16+0300
681,Business Data Engineer,,,,Краснодар,2022-12-23T17:10:39+0300
682,"Системный администратор, Техподдержка",,,,Москва,2022-12-23T17:35:29+0300
683,"Java-разработчик (Процессинг, проект миграции)",,,,Москва,2022-12-23T17:34:30+0300
684,Программист,100000.0,100000.0,RUR,Новосибирск,2022-12-23T13:40:26+0300
685,Шлифовщик,85000.0,,RUR,Набережные Челны,2022-12-23T14:43:40+0300
686,UI/UX дизайнер (админки),,,,Москва,2022-12-23T15:39:29+0300
687,Редактор,,,,Москва,2022-12-23T13:39:33+0300
688,Системный аналитик,,,,Омск,2022-12-23T17:10:40+0300
689,Электромеханик по холодильному оборудованию,50000.0,,RUR,Ярославль,2022-12-23T15:53:38+0300
690,Инженер-программист,,30000.0,RUR,Курск,2022-12-23T13:29:17+0300
691,Аналитик-технолог,,,,Москва,2022-12-23T14:43:24+0300
692,Инженер-программист,,,,Санкт-Петербург,2022-12-23T13:24:53+0300
693,Оператор автоматических и полуавтоматических линий станков и установок,50000.0,,RUR,Набережные Челны,2022-12-23T15:35:50+0300
694,Специалист-методист по заработной плате/консультант 1С,30000.0,120000.0,RUR,Волгоград,2022-12-23T13:40:26+0300
695,Токарь 5 разряд,32920.0,,RUR,Вологда,2022-12-23T13:49:12+0300
696,Специалист технической поддержки,60000.0,,RUR,Щелково,2022-12-23T14:34:56+0300
697,IT System Administrator (Google Workspace),,,,Москва,2022-12-23T15:35:54+0300
698,Сервисный инженер (Южные районы),70000.0,,RUR,Санкт-Петербург,2022-12-23T17:36:43+0300
699,Токарь,110000.0,,RUR,Курган,2022-12-23T12:40:10+0300
700,Web-программист,,,,Кострома,2022-12-23T14:50:49+0300
701,Фрезеровщик,80000.0,,RUR,Набережные Челны,2022-12-23T14:25:03+0300
702,Специалист технической поддержки,60000.0,,RUR,Железнодорожный,2022-12-23T14:32:45+0300
703,Аналитик L3 SOC,,,,Москва,2022-12-23T12:46:23+0300
704,Администратор WMS-системы,,,,Москва,2022-12-23T12:29:59+0300
705,Web-разработчик,,,,Москва,2022-12-23T15:41:36+0300
706,Наладчик станков с ЧПУ 6 разряда,56000.0,56000.0,RUR,Санкт-Петербург,2022-12-23T16:05:18+0300
707,Аналитик отдела мониторинга модели цифрового развития,,,,Москва,2022-12-23T17:35:48+0300
708,.net Разработчик,,,,Омск,2022-12-23T13:10:50+0300
709,Инженер-наладчик КИПиА,,,,Жуковский,2022-12-23T13:12:07+0300
710,Механизатор,45000.0,60000.0,RUR,Бахчисарай,2022-12-23T17:30:47+0300
711,"Руководитель направления финансового планирования и анализа (Head of FP&A, Санкт Петербург)",,,,Воронеж,2022-12-23T12:03:15+0300
712,Оператор-наладчик станков с ЧПУ,,120000.0,RUR,Москва,2022-12-23T12:37:46+0300
713,Электромеханик,70000.0,,RUR,Колпино,2022-12-23T13:40:24+0300
714,Куратор проектов,,,,Москва,2022-12-23T14:03:20+0300
715,Kanban Coach,,,,Санкт-Петербург,2022-12-23T14:44:19+0300
716,Технический писатель,70000.0,120000.0,RUR,Москва,2022-12-23T16:06:37+0300
717,Редактор контента,,,,Москва,2022-12-23T12:44:56+0300
718,Senior/Middle+ Java developer (Операционный CRM),,,,Санкт-Петербург,2022-12-23T17:17:56+0300
719,C++/Go Developer,,,,Москва,2022-12-23T14:14:06+0300
720,Программист 1C,,,,Москва,2022-12-23T16:51:23+0300
721,Программист АСУТП,,,,Новосибирск,2022-12-23T15:29:55+0300
722,Оператор станков с ПУ,40000.0,60000.0,RUR,Миасс,2022-12-23T14:23:54+0300
723,Токарь,110000.0,,RUR,Томск,2022-12-23T12:40:10+0300
724,Дизайнер – конструктор аксессуаров из кожи,,,,Пенза,2022-12-23T16:06:13+0300
725,Программист 1С,150000.0,,RUR,Москва,2022-12-23T15:57:49+0300
726,Product owner (Коммуникации с клиентами ДБО Юридических лиц),,,,Москва,2022-12-23T14:21:21+0300
727,Специалист по процессному управлению,30000.0,,RUR,Ростов-на-Дону,2022-12-23T15:10:23+0300
728,Senior IOS developer на продукт МТС Аналитика (Big Data),,,,Москва,2022-12-23T13:07:35+0300
729,Консультант 1С по нормативно-справочной информации,80000.0,,RUR,Санкт-Петербург,2022-12-23T12:17:01+0300
730,Программист 1С,,,,Ревда (Свердловская область),2022-12-23T13:19:08+0300
731,Столяр-станочник,35000.0,,RUR,Белгород,2022-12-23T15:19:51+0300
732,Java-разработчик,250000.0,,RUR,Санкт-Петербург,2022-12-23T12:43:42+0300
733,Фрезеровщик,53500.0,,RUR,Москва,2022-12-23T14:31:13+0300
734,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Всеволожск,2022-12-23T14:45:59+0300
735,Монтажник РЭА и приборов,45000.0,,RUR,Еманжелинск,2022-12-23T15:59:00+0300
736,Системный администратор,40000.0,,RUR,Бахчисарай,2022-12-23T17:43:38+0300
737,Ведущий специалист по качеству IT услуг,,,,Нижний Новгород,2022-12-23T15:30:36+0300
738,Функциональный (бизнес) архитектор,,,,Москва,2022-12-23T16:09:00+0300
739,Эксперт по информационным технологиям,,,,Новосибирск,2022-12-23T15:58:25+0300
740,Механик,80000.0,,RUR,Улан-Удэ,2022-12-23T15:05:03+0300
741,Менеджер группы технической поддержки,,,,Москва,2022-12-23T14:26:09+0300
742,Менеджер по проектам,45000.0,50000.0,RUR,Березовский (Свердловская область),2022-12-23T14:26:59+0300
743,Главный специалист по информационной безопасности,,,,Москва,2022-12-23T17:43:57+0300
744,Инженер технической поддержки,,,,Воронеж,2022-12-23T16:53:49+0300
745,Инженер-конструктор пресс-форм,100000.0,,RUR,Еманжелинск,2022-12-23T15:43:32+0300
746,Инцидент менеджер,,,,Москва,2022-12-23T16:54:37+0300
747,Фрезеровщик,55000.0,100000.0,RUR,Челябинск,2022-12-23T14:12:49+0300
748,Главный специалист (Разработчик Python (Django),,,,Москва,2022-12-23T13:49:30+0300
749,NOC Engineer,,,,Москва,2022-12-23T12:30:43+0300
750,Senior Automation QA Engineer (Java) / Автотестировщик (с навыками ручного тестирования),,,,Москва,2022-12-23T12:14:25+0300
751,Сетевой инженер группы организации сетевой инфраструктуры,130000.0,130000.0,RUR,Санкт-Петербург,2022-12-23T14:24:12+0300
752,Руководитель проекта,105000.0,,RUR,Москва,2022-12-23T14:39:13+0300
753,"Quant Analyst, Asset management company",,,,Москва,2022-12-23T14:13:47+0300
754,Инженер по технической поддержке и обучению,82000.0,,RUR,Москва,2022-12-23T14:40:28+0300
755,Руководитель отдела системного администрирования,,,,Москва,2022-12-23T16:24:21+0300
756,Инженер-электроник,,,,Люберцы,2022-12-23T13:13:22+0300
757,Программист React Native ( Middle/Senior),,,,Екатеринбург,2022-12-23T16:51:29+0300
758,Инженер по гарантии,,,,Подольск (Московская область),2022-12-23T17:22:26+0300
759,DBA PostgreSQL,,,,Москва,2022-12-23T15:58:42+0300
760,Frontend developer (Angular),150000.0,,RUR,Калининград,2022-12-23T12:52:51+0300
761,"Токарь, г. Ростов-на-Дону",77200.0,,RUR,Азов,2022-12-23T16:08:47+0300
762,Бизнес-аналитик,,,,Екатеринбург,2022-12-23T14:28:26+0300
763,Специалист отдела IT,,40000.0,RUR,Красноярск,2022-12-23T13:50:09+0300
764,Механик,80000.0,,RUR,Хабаровск,2022-12-23T15:05:03+0300
765,Механик,80000.0,,RUR,Чита,2022-12-23T15:10:40+0300
766,Техник Механик,40000.0,,RUR,Калининград,2022-12-23T14:04:14+0300
767,Ведущий программист АСУТП,,80000.0,RUR,Новосибирск,2022-12-23T12:56:43+0300
768,Java разработчик,,,,Москва,2022-12-23T13:57:55+0300
769,Оператор токарных станков с ЧПУ,45000.0,55000.0,RUR,Ростов-на-Дону,2022-12-23T13:16:03+0300
770,Information Security Architect,,,,Москва,2022-12-23T13:52:19+0300
771,Оператор токарного станка с ЧПУ,,,,Дмитров,2022-12-23T14:08:44+0300
772,Сервисный инженер центра технической поддержки,,,,Москва,2022-12-23T14:23:49+0300
773,Системный аналитик (middle),,,,Москва,2022-12-23T15:05:38+0300
774,Инженер-программист станков с ПУ,40000.0,100000.0,RUR,Миасс,2022-12-23T13:59:35+0300
775,Инженер по информационной безопасности,,,,Москва,2022-12-23T14:24:51+0300
776,Фрезеровщик,105000.0,,RUR,Курган,2022-12-23T12:47:41+0300
777,Токарь,110000.0,,RUR,Омск,2022-12-23T12:40:10+0300
778,Business/System Analyst (DWH),,,,Москва,2022-12-23T13:21:46+0300
779,Программист 1C,100000.0,,RUR,Екатеринбург,2022-12-23T13:52:38+0300
780,Оператор-наладчик токарного станка с ЧПУ,75000.0,90000.0,RUR,Нижний Новгород,2022-12-23T14:17:44+0300
781,Системный администратор,,,,Наро-Фоминск,2022-12-23T13:22:00+0300
782,Редактор контента,,,,Санкт-Петербург,2022-12-23T12:45:20+0300
783,Мастер сборщик,50000.0,120000.0,RUR,Москва,2022-12-23T14:43:45+0300
784,SAP Hybris developer,,,,Москва,2022-12-23T17:03:31+0300
785,"Механик в колбасный цех ( ООО ""Мясоптицекомбинат ""Каневской"" )",33000.0,,RUR,Каневская,2022-12-23T16:04:57+0300
786,Токарь,70000.0,,RUR,Зеленоград,2022-12-23T16:20:37+0300
787,Middle Java developer на продукт NetScout (Big Data),,,,Москва,2022-12-23T13:07:36+0300
788,Ферезеровщик,80000.0,,RUR,Москва,2022-12-23T17:28:05+0300
789,Инженер КИПиА в ЖКХ,55000.0,,RUR,Санкт-Петербург,2022-12-23T15:20:18+0300
790,Инженер-механик,,,,Ижевск,2022-12-23T13:23:22+0300
791,IOS разработчик,,,,Омск,2022-12-23T17:10:44+0300
792,Электромеханик,70000.0,,RUR,Санкт-Петербург,2022-12-23T13:40:30+0300
793,Токарь-расточник,50000.0,,RUR,Миасс,2022-12-23T14:46:15+0300
794,DevOps инженер,,,,Москва,2022-12-23T13:54:20+0300
795,Шлифовщик по дереву,60000.0,,RUR,Ковров,2022-12-23T14:59:04+0300
796,Монтажник РЭА и приборов,45000.0,,RUR,Коркино,2022-12-23T15:59:00+0300
797,"Руководитель направления финансового планирования и анализа (Head of FP&A, Санкт Петербург)",,,,Самара,2022-12-23T12:03:15+0300
798,Senior Java разработчик,,,,Томск,2022-12-23T13:49:36+0300
799,Электромеханик,70000.0,,RUR,Кировск (Ленинградская область),2022-12-23T13:40:19+0300
800,Middle QA engineer,,2500.0,USD,Турция,2022-12-23T14:07:21+0300
801,Ведущий / Главный специалист по разработке и сопровождению геоинформационной системы,,,,Санкт-Петербург,2022-12-23T13:21:04+0300
802,Токарь,110000.0,,RUR,Новокузнецк,2022-12-23T12:40:10+0300
803,Системный администратор,40000.0,,RUR,Москва,2022-12-23T14:15:52+0300
804,Электромеханик,,,,Алматы,2022-12-23T14:34:10+0300
805,Сервисный инженер по ремонту гидравлической техники,70000.0,150000.0,RUR,Белово,2022-12-23T13:49:38+0300
806,Business Data Engineer,,,,Саратов,2022-12-23T17:10:40+0300
807,"Разработчик .NET, C#, Blazor",100000.0,400000.0,RUR,Санкт-Петербург,2022-12-23T12:41:15+0300
808,Инженер технической поддержки (Техническая поддержка торговых точек),,,,Москва,2022-12-23T17:06:05+0300
809,Архитектор 1С,170000.0,175000.0,RUR,Томск,2022-12-23T13:45:06+0300
810,Токарь-универсал,65000.0,,RUR,Набережные Челны,2022-12-23T15:12:18+0300
811,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Казань,2022-12-23T12:19:26+0300
812,"Код-ревьюер на курс ""iOS-разработчик""",,,,Москва,2022-12-23T13:52:50+0300
813,Программист 1C,100000.0,,RUR,Березовский (Свердловская область),2022-12-23T13:52:38+0300
814,Архитектор 1С,170000.0,175000.0,RUR,Красноярск,2022-12-23T13:45:02+0300
815,Наладчик станков с ЧПУ,50000.0,70000.0,RUR,Курган,2022-12-23T14:59:38+0300
816,Техник по слаботочным системам и автоматике (Сколково),70000.0,,RUR,Одинцово,2022-12-23T12:21:20+0300
817,Аналитик,,31700.0,RUR,Челябинск,2022-12-23T15:10:41+0300
818,Сервисный инженер (вентиляционное оборудование),50000.0,,RUR,Казань,2022-12-23T15:43:22+0300
819,Data Engineer,,,,Краснодар,2022-12-23T17:10:40+0300
820,Эксперт отдела информационной безопасности,95000.0,125000.0,RUR,Санкт-Петербург,2022-12-23T15:29:08+0300
821,Менеджер ИТ-проектов B2C-направления,,,,Москва,2022-12-23T16:32:53+0300
822,Оператор станков с ПУ (токарная/фрезерная группа),,,,Екатеринбург,2022-12-23T12:34:57+0300
823,Разработчик Android,,,,Красноярск,2022-12-23T17:10:44+0300
824,Инженер SOC,,,,Москва,2022-12-23T16:54:06+0300
825,Системный администратор,,,,Мензелинск,2022-12-23T14:44:31+0300
826,Ведущий специалист по защите информации,70000.0,,RUR,Балашиха,2022-12-23T13:54:35+0300
827,Разработчик iOS,,,,Красноярск,2022-12-23T17:10:44+0300
828,Эксперт по информационным технологиям,,,,Новосибирск,2022-12-23T15:58:20+0300
829,Техник по обслуживанию зданий,,,,Кострома,2022-12-23T15:46:01+0300
830,Product Owner (Mobile App),,,,Москва,2022-12-23T16:59:39+0300
831,Data Scientist (Senior),,,,Москва,2022-12-23T17:02:47+0300
832,Оператор-наладчик фрезерных станков с ЧПУ на стойках Фанук и Балт систем,45000.0,,RUR,Киров (Кировская область),2022-12-23T16:24:04+0300
833,Инженер-механик,,,,Дмитров,2022-12-23T14:29:46+0300
834,Шлифовщик,70000.0,,RUR,Королев,2022-12-23T17:10:50+0300
835,Директор отдела информационных технологий,,,,Краснокамск,2022-12-23T15:18:58+0300
836,Архитектор 1С,170000.0,175000.0,RUR,Казань,2022-12-23T13:47:49+0300
837,Web-программист,,,,Тула,2022-12-23T14:32:50+0300
838,DevOps-инженер (Эксперт группы платформенных сервисов),,,,Москва,2022-12-23T17:00:29+0300
839,Системный администратор,50000.0,50000.0,RUR,Екатеринбург,2022-12-23T13:09:08+0300
840,Программист С++,,,,Новосибирск,2022-12-23T16:09:57+0300
841,Ведущий графический дизайнер по принтам,,,,Санкт-Петербург,2022-12-23T13:43:17+0300
842,Инженер-конструктор пресс-форм,100000.0,,RUR,Коркино,2022-12-23T15:43:32+0300
843,Инженер программист станков с ЧПУ,40000.0,45000.0,RUR,Саратов,2022-12-23T15:48:08+0300
844,Главный механик (Забайкальский край),,,,Новосибирск,2022-12-23T13:56:49+0300
845,QA Engineer (VoIP),,120000.0,RUR,Новосибирск,2022-12-23T12:28:31+0300
846,Механик (АТП Новосибирск),39700.0,49700.0,RUR,Новосибирск,2022-12-23T14:54:22+0300
847,Data-инженер,,,,Саратов,2022-12-23T17:10:39+0300
848,Оператор-наладчик станков с ПУ (fanuc),80000.0,,RUR,Екатеринбург,2022-12-23T13:10:31+0300
849,Старший RTL-разработчик,,,,Красноярск,2022-12-23T16:05:22+0300
850,"Консультант 1С: ERP, УХ (Бюджетирование)",,,,Москва,2022-12-23T16:42:03+0300
851,Архитектор 1С,,,,Пермь,2022-12-23T13:47:42+0300
852,Backend разработчик (удаленно),150000.0,,RUR,Санкт-Петербург,2022-12-23T13:42:23+0300
853,Программист 1C,100000.0,,RUR,Верхняя Пышма,2022-12-23T13:52:38+0300
854,Ведущий разработчик,,,,Екатеринбург,2022-12-23T14:28:29+0300
855,Программист 1С,,,,Ижевск,2022-12-23T16:18:34+0300
856,.Net разработчик,,,,Краснодар,2022-12-23T13:10:50+0300
857,Архитектор 1С,170000.0,175000.0,RUR,Абакан,2022-12-23T13:45:11+0300
858,Термист,65000.0,,RUR,Королев,2022-12-23T17:10:56+0300
859,Ведущий разработчик Java,,,,Москва,2022-12-23T14:49:53+0300
860,Мастер по ремонту телефонов Samsung (Сервисный инженер),60000.0,90000.0,RUR,Москва,2022-12-23T16:27:08+0300
861,Оператор станка,35000.0,,RUR,Торжок,2022-12-23T12:18:59+0300
862,Руководитель IT проекта (Группа анализа и развития цифровых каналов),,,,Москва,2022-12-23T16:31:56+0300
863,Электромеханик,70000.0,,RUR,Отрадное (Ленинградская область),2022-12-23T13:40:14+0300
864,Tech Lead Mobile (Kotlin Multiplatform Mobile),,,,Москва,2022-12-23T13:58:01+0300
865,Ведущий специалист по технической поддержке,70000.0,70000.0,RUR,Москва,2022-12-23T17:48:33+0300
866,Функциональный архитектор 1С,,,,Москва,2022-12-23T13:39:58+0300
867,Business/System Analyst (DWH),,,,Санкт-Петербург,2022-12-23T13:21:46+0300
868,Специалист службы технической поддержки,40000.0,,RUR,Москва,2022-12-23T14:16:15+0300
869,Бизнес аналитик 1С:ЗУП и 1С:БП,,,,Москва,2022-12-23T13:21:33+0300
870,Программист 1C,,,,Кострома,2022-12-23T14:50:46+0300
871,Токарь-расточник 4-6 разряд,60000.0,,RUR,Москва,2022-12-23T12:03:19+0300
872,Старший разработчик БД ETL,,,,Воронеж,2022-12-23T16:09:46+0300
873,Аналитик закупочной деятельности,,,,Москва,2022-12-23T15:04:57+0300
874,QA Engineer Auto (Процессинг),,,,Москва,2022-12-23T17:34:37+0300
875,Системный администратор Oracle,,,,Краснодар,2022-12-23T13:24:18+0300
876,Токарь,120000.0,120000.0,RUR,Екатеринбург,2022-12-23T16:12:16+0300
877,Аналитик отдела закупок (С),,,,Щелково,2022-12-23T16:58:49+0300
878,Администратор проекта,,,,Новосибирск,2022-12-23T12:30:27+0300
879,Специалист службы технической поддержки,40000.0,,RUR,Москва,2022-12-23T14:17:24+0300
880,Инженер технической поддержки,36000.0,36000.0,RUR,Яр-Сале,2022-12-23T13:44:47+0300
881,Системный аналитик DWH,,,,Краснодар,2022-12-23T17:10:40+0300
882,Ведущий инженер-программист АСУТП,90000.0,,RUR,Уфа,2022-12-23T15:39:03+0300
883,PHP Middle в SocialJet,60000.0,,RUR,Екатеринбург,2022-12-23T16:20:37+0300
884,Ведущий инженер (управление проектами),60000.0,110000.0,RUR,Санкт-Петербург,2022-12-23T16:05:18+0300
885,Заточник,68000.0,,RUR,Королев,2022-12-23T17:10:54+0300
886,NOC Engineer,,,,Астана,2022-12-23T12:21:16+0300
887,Инженер по электроприводу,,,,Владимир,2022-12-23T16:25:21+0300
888,"Токарь-расточник (ст. 2Н637,ст. 2А637)",,,,Калуга,2022-12-23T14:28:56+0300
889,Senior Incident Response Analyst,,,,Москва,2022-12-23T13:51:24+0300
890,Инженер-механик,,55000.0,RUR,Ставрополь,2022-12-23T14:37:30+0300
891,"Руководитель направления финансового планирования и анализа (Head of FP&A, Санкт Петербург)",,,,Нижний Новгород,2022-12-23T12:03:15+0300
892,Ведущий специалист (информационная безопасность),,,,Москва,2022-12-23T12:22:08+0300
893,Главный специалист управления информационных технологий (С++),90000.0,,RUR,Казань,2022-12-23T14:50:53+0300
894,Ведущий специалист по защите информации (КИИ),,,,Санкт-Петербург,2022-12-23T13:39:43+0300
895,Mobile Application Security Specialist,,,,Москва,2022-12-23T13:50:27+0300
896,"Методолог (B2B, B2G, ГИС)",,,,Москва,2022-12-23T14:14:38+0300
897,"Руководитель проектов (светотехническое оборудование) м. Автозаводская, м.Кожуховская",120000.0,,RUR,Москва,2022-12-23T13:21:27+0300
898,Архитектор решений,,,,Москва,2022-12-23T17:30:50+0300
899,Оператор токарного станка с ЧПУ,,,,Кимры,2022-12-23T14:08:44+0300
900,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Кудрово,2022-12-23T14:45:59+0300
901,Руководитель проекта (сервисное направление),,,,Москва,2022-12-23T14:40:33+0300
902,Старший разработчик БД PostgreSQL,,,,Воронеж,2022-12-23T16:10:08+0300
